Tipo;Produto;Ano;Quantidade
SUCO DE UVAS;SUCO DE UVAS;1990;5431892
su_Suco_Natural;   Suco Natural Integral;1990;0
su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1990;0
su_Suco_Orgânico;   Suco Orgânico;1990;0
su_Outros_sucos;   Outros sucos de uvas;1990;0
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1990;8211959
OUTROS PRODUTOS COMERCIALIZADOS;OUTROS PRODUTOS COMERCIALIZADOS;1990;17145444
ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1990;0
ou_Agrin;  Agrin (fermentado, acetico misto);1990;0
ou_Aguardente;  Aguardente de vinho 50°gl;1990;0
ou_Alcool_vinico;  Alcool vinico;1990;0
ou_Bagaceira;  Bagaceira (graspa);1990;174148
ou_Base_champenoise;  Base champenoise champanha;1990;0
ou_Base_charmat;  Base charmat champanha;1990;0
ou_Base_espumante;  Base espumante moscatel;1990;0
ou_Bebida;  Bebida de uva;1990;0
ou_Borra_liqwuida;  Borra líquida;1990;0
ou_Borra_seca;  Borra seca;1990;0
ou_Brandy;  Brandy (conhaque);1990;1464094
ou_Cooler;  Cooler;1990;2649267
ou_Coquetel;  Coquetel com vinho;1990;0
ou_Destilado;  Destilado de vinho;1990;577779
ou_Filtrado_doce;  Filtrado doce;1990;7009725
ou_Jeropiga;  Jeropiga;1990;47536
ou_Mistelas;  Mistelas;1990;175827
ou_Mosto_concentrado;  Mosto concentrado;1990;0
ou_Mosto_uva;  Mosto de uva;1990;0
ou_Mosto_sulfitado;  Mosto sulfitado;1990;0
ou_Nectar;  Nectar de uva;1990;0
ou_Outros_produtos;  Outros produtos;1990;0
ou_Polpa;  Polpa de uva;1990;0
ou_Preparado_líquido;  Preparado líquido para refresco;1990;0
ou_Refrigerante;  Refrigerante +50% suco;1990;0
ou_Sangria;  Sangria;1990;0
ou_Vinagre_balsamico;  Vinagre balsamico;1990;0
ou_Vinagre_duplo;  Vinagre duplo;1990;0
ou_Vinagre_simples;  Vinagre simples;1990;362275
ou_Vinho_acetificado;  Vinho acetificado;1990;0
ou_Vinho_base;  Vinho base para espumantes;1990;0
ou_Vinho_composto;  Vinho composto;1990;3746797
ou_Vinho_licoroso;  Vinho licoroso;1990;937996
ou_Vinho_leve;  Vinho leve;1990;0
ou_Vinho_gaseificado;  Vinho gaseificado;1990;0
VINHO DE MESA;VINHO DE MESA;1991;190134895
vm_Tinto;  Tinto;1991;141726264
vm_Rosado;  Rosado;1991;16322381
vm_Branco;  Branco;1991;32086250
VINHO  FINO DE MESA;VINHO  FINO DE MESA;1991;37526111
vm_Tinto;  Tinto;1991;9015204
vm_Rosado;  Rosado;1991;1342140
vm_Branco;  Branco;1991;27168767
VINHO FRIZANTE;VINHO FRIZANTE;1991;268563
VINHO ORGÂNICO;VINHO ORGÂNICO;1991;0
VINHO ESPECIAL;VINHO ESPECIAL;1991;1354861
ve_Tinto;  Tinto;1991;326807
ve_Rosado;  Rosado;1991;487553
ve_Branco;  Branco;1991;540501
ESPUMANTES ;ESPUMANTES ;1991;2442072
es_Espumante_Moscatel;  Espumante  Moscatel;1991;0
es_Espumante;  Espumante;1991;0
es_Espumante Orgânico;  Espumante Orgânico;1991;0
SUCO DE UVAS;SUCO DE UVAS;1991;7630442
su_Suco_Natural;   Suco Natural Integral;1991;0
su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1991;0
su_Suco_Orgânico;   Suco Orgânico;1991;0
su_Outros_sucos;   Outros sucos de uvas;1991;0
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1991;7311205
OUTROS PRODUTOS COMERCIALIZADOS;OUTROS PRODUTOS COMERCIALIZADOS;1991;18701133
ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1991;0
ou_Agrin;  Agrin (fermentado, acetico misto);1991;0
ou_Aguardente;  Aguardente de vinho 50°gl;1991;0
ou_Alcool_vinico;  Alcool vinico;1991;0
ou_Bagaceira;  Bagaceira (graspa);1991;149352
ou_Base_champenoise;  Base champenoise champanha;1991;0
ou_Base_charmat;  Base charmat champanha;1991;0
ou_Base_espumante;  Base espumante moscatel;1991;0
ou_Bebida;  Bebida de uva;1991;0
ou_Borra_liqwuida;  Borra líquida;1991;0
ou_Borra_seca;  Borra seca;1991;0
ou_Brandy;  Brandy (conhaque);1991;1627961
ou_Cooler;  Cooler;1991;3190379
ou_Coquetel;  Coquetel com vinho;1991;0
ou_Destilado;  Destilado de vinho;1991;181500
ou_Filtrado_doce;  Filtrado doce;1991;8163189
ou_Jeropiga;  Jeropiga;1991;35880
ou_Mistelas;  Mistelas;1991;0
ou_Mosto_concentrado;  Mosto concentrado;1991;0
ou_Mosto_uva;  Mosto de uva;1991;0
ou_Mosto_sulfitado;  Mosto sulfitado;1991;0
ou_Nectar;  Nectar de uva;1991;0
ou_Outros_produtos;  Outros produtos;1991;0
ou_Polpa;  Polpa de uva;1991;0
ou_Preparado_líquido;  Preparado líquido para refresco;1991;0
ou_Refrigerante;  Refrigerante +50% suco;1991;0
ou_Sangria;  Sangria;1991;0
ou_Vinagre_balsamico;  Vinagre balsamico;1991;0
ou_Vinagre_duplo;  Vinagre duplo;1991;0
ou_Vinagre_simples;  Vinagre simples;1991;544002
ou_Vinho_acetificado;  Vinho acetificado;1991;0
ou_Vinho_base;  Vinho base para espumantes;1991;0
ou_Vinho_composto;  Vinho composto;1991;3842243
ou_Vinho_licoroso;  Vinho licoroso;1991;966627
ou_Vinho_leve;  Vinho leve;1991;0
ou_Vinho_gaseificado;  Vinho gaseificado;1991;0
VINHO DE MESA;VINHO DE MESA;1992;180230431
vm_Tinto;  Tinto;1992;138190489
vm_Rosado;  Rosado;1992;12822511
vm_Branco;  Branco;1992;29217431
VINHO  FINO DE MESA;VINHO  FINO DE MESA;1992;39537060
vm_Tinto;  Tinto;1992;10712402
vm_Rosado;  Rosado;1992;1130509
vm_Branco;  Branco;1992;27694149
VINHO FRIZANTE;VINHO FRIZANTE;1992;161507
VINHO ORGÂNICO;VINHO ORGÂNICO;1992;0
VINHO ESPECIAL;VINHO ESPECIAL;1992;882564
ve_Tinto;  Tinto;1992;217945
ve_Rosado;  Rosado;1992;304897
ve_Branco;  Branco;1992;359722
ESPUMANTES ;ESPUMANTES ;1992;1846809
es_Espumante_Moscatel;  Espumante  Moscatel;1992;0
es_Espumante;  Espumante;1992;0
es_Espumante Orgânico;  Espumante Orgânico;1992;0
SUCO DE UVAS;SUCO DE UVAS;1992;5699977
su_Suco_Natural;   Suco Natural Integral;1992;0
su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1992;0
su_Suco_Orgânico;   Suco Orgânico;1992;0
su_Outros_sucos;   Outros sucos de uvas;1992;0
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1992;10607336
OUTROS PRODUTOS COMERCIALIZADOS;OUTROS PRODUTOS COMERCIALIZADOS;1992;13669760
ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1992;0
ou_Agrin;  Agrin (fermentado, acetico misto);1992;0
ou_Aguardente;  Aguardente de vinho 50°gl;1992;0
ou_Alcool_vinico;  Alcool vinico;1992;0
ou_Bagaceira;  Bagaceira (graspa);1992;38015
ou_Base_champenoise;  Base champenoise champanha;1992;0
ou_Base_charmat;  Base charmat champanha;1992;0
ou_Base_espumante;  Base espumante moscatel;1992;0
ou_Bebida;  Bebida de uva;1992;0
ou_Borra_liqwuida;  Borra líquida;1992;0
ou_Borra_seca;  Borra seca;1992;0
ou_Brandy;  Brandy (conhaque);1992;1488284
ou_Cooler;  Cooler;1992;1975289
ou_Coquetel;  Coquetel com vinho;1992;0
ou_Destilado;  Destilado de vinho;1992;109142
ou_Filtrado_doce;  Filtrado doce;1992;7140569
ou_Jeropiga;  Jeropiga;1992;25440
ou_Mistelas;  Mistelas;1992;91000
ou_Mosto_concentrado;  Mosto concentrado;1992;0
ou_Mosto_uva;  Mosto de uva;1992;0
ou_Mosto_sulfitado;  Mosto sulfitado;1992;0
ou_Nectar;  Nectar de uva;1992;0
ou_Outros_produtos;  Outros produtos;1992;0
ou_Polpa;  Polpa de uva;1992;0
ou_Preparado_líquido;  Preparado líquido para refresco;1992;0
ou_Refrigerante;  Refrigerante +50% suco;1992;0
ou_Sangria;  Sangria;1992;0
ou_Vinagre_balsamico;  Vinagre balsamico;1992;0
ou_Vinagre_duplo;  Vinagre duplo;1992;0
ou_Vinagre_simples;  Vinagre simples;1992;1614757
ou_Vinho_acetificado;  Vinho acetificado;1992;0
ou_Vinho_base;  Vinho base para espumantes;1992;0
ou_Vinho_composto;  Vinho composto;1992;375229
ou_Vinho_licoroso;  Vinho licoroso;1992;812035
ou_Vinho_leve;  Vinho leve;1992;0
ou_Vinho_gaseificado;  Vinho gaseificado;1992;0
VINHO DE MESA;VINHO DE MESA;1993;201168480
vm_Tinto;  Tinto;1993;157031022
vm_Rosado;  Rosado;1993;13767249
vm_Branco;  Branco;1993;30370209
VINHO  FINO DE MESA;VINHO  FINO DE MESA;1993;49916112
vm_Tinto;  Tinto;1993;11988665
vm_Rosado;  Rosado;1993;1639949
vm_Branco;  Branco;1993;36287498
VINHO FRIZANTE;VINHO FRIZANTE;1993;359420
VINHO ORGÂNICO;VINHO ORGÂNICO;1993;0
VINHO ESPECIAL;VINHO ESPECIAL;1993;1849251
ve_Tinto;  Tinto;1993;542146
ve_Rosado;  Rosado;1993;243582
ve_Branco;  Branco;1993;1063523
ESPUMANTES ;ESPUMANTES ;1993;2183871
es_Espumante_Moscatel;  Espumante  Moscatel;1993;0
es_Espumante;  Espumante;1993;0
es_Espumante Orgânico;  Espumante Orgânico;1993;0
SUCO DE UVAS;SUCO DE UVAS;1993;7605488
su_Suco_Natural;   Suco Natural Integral;1993;0
su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1993;0
su_Suco_Orgânico;   Suco Orgânico;1993;0
su_Outros_sucos;   Outros sucos de uvas;1993;0
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1993;12178160
OUTROS PRODUTOS COMERCIALIZADOS;OUTROS PRODUTOS COMERCIALIZADOS;1993;17047905
ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1993;0
ou_Agrin;  Agrin (fermentado, acetico misto);1993;0
ou_Aguardente;  Aguardente de vinho 50°gl;1993;0
ou_Alcool_vinico;  Alcool vinico;1993;0
ou_Bagaceira;  Bagaceira (graspa);1993;53928
ou_Base_champenoise;  Base champenoise champanha;1993;0
ou_Base_charmat;  Base charmat champanha;1993;0
ou_Base_espumante;  Base espumante moscatel;1993;0
ou_Bebida;  Bebida de uva;1993;0
ou_Borra_liqwuida;  Borra líquida;1993;0
ou_Borra_seca;  Borra seca;1993;0
ou_Brandy;  Brandy (conhaque);1993;1278706
ou_Cooler;  Cooler;1993;2756302
ou_Coquetel;  Coquetel com vinho;1993;0
ou_Destilado;  Destilado de vinho;1993;71000
ou_Filtrado_doce;  Filtrado doce;1993;8373602
ou_Jeropiga;  Jeropiga;1993;25053
ou_Mistelas;  Mistelas;1993;1229584
ou_Mosto_concentrado;  Mosto concentrado;1993;42000
ou_Mosto_uva;  Mosto de uva;1993;0
ou_Mosto_sulfitado;  Mosto sulfitado;1993;0
ou_Nectar;  Nectar de uva;1993;0
ou_Outros_produtos;  Outros produtos;1993;0
ou_Polpa;  Polpa de uva;1993;0
ou_Preparado_líquido;  Preparado líquido para refresco;1993;0
ou_Refrigerante;  Refrigerante +50% suco;1993;0
ou_Sangria;  Sangria;1993;0
ou_Vinagre_balsamico;  Vinagre balsamico;1993;0
ou_Vinagre_duplo;  Vinagre duplo;1993;0
ou_Vinagre_simples;  Vinagre simples;1993;1521123
ou_Vinho_acetificado;  Vinho acetificado;1993;0
ou_Vinho_base;  Vinho base para espumantes;1993;0
ou_Vinho_composto;  Vinho composto;1993;884622
ou_Vinho_licoroso;  Vinho licoroso;1993;811985
ou_Vinho_leve;  Vinho leve;1993;0
ou_Vinho_gaseificado;  Vinho gaseificado;1993;0
VINHO DE MESA;VINHO DE MESA;1994;180295366
vm_Tinto;  Tinto;1994;140192480
vm_Rosado;  Rosado;1994;13762956
vm_Branco;  Branco;1994;26339930
VINHO  FINO DE MESA;VINHO  FINO DE MESA;1994;46541918
vm_Tinto;  Tinto;1994;13290842
vm_Rosado;  Rosado;1994;1631454
vm_Branco;  Branco;1994;31619622
VINHO FRIZANTE;VINHO FRIZANTE;1994;183160
VINHO ORGÂNICO;VINHO ORGÂNICO;1994;0
VINHO ESPECIAL;VINHO ESPECIAL;1994;1423645
ve_Tinto;  Tinto;1994;589529
ve_Rosado;  Rosado;1994;104886
ve_Branco;  Branco;1994;729230
ESPUMANTES ;ESPUMANTES ;1994;2661540
es_Espumante_Moscatel;  Espumante  Moscatel;1994;0
es_Espumante;  Espumante;1994;0
es_Espumante Orgânico;  Espumante Orgânico;1994;0
SUCO DE UVAS;SUCO DE UVAS;1994;6504949
su_Suco_Natural;   Suco Natural Integral;1994;0
su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1994;0
su_Suco_Orgânico;   Suco Orgânico;1994;0
su_Outros_sucos;   Outros sucos de uvas;1994;0
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1994;10005084
OUTROS PRODUTOS COMERCIALIZADOS;OUTROS PRODUTOS COMERCIALIZADOS;1994;21351477
ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1994;0
ou_Agrin;  Agrin (fermentado, acetico misto);1994;0
ou_Aguardente;  Aguardente de vinho 50°gl;1994;0
ou_Alcool_vinico;  Alcool vinico;1994;0
ou_Bagaceira;  Bagaceira (graspa);1994;20016
ou_Base_champenoise;  Base champenoise champanha;1994;0
ou_Base_charmat;  Base charmat champanha;1994;0
ou_Base_espumante;  Base espumante moscatel;1994;0
ou_Bebida;  Bebida de uva;1994;0
ou_Borra_liqwuida;  Borra líquida;1994;0
ou_Borra_seca;  Borra seca;1994;0
ou_Brandy;  Brandy (conhaque);1994;1519307
ou_Cooler;  Cooler;1994;2798706
ou_Coquetel;  Coquetel com vinho;1994;0
ou_Destilado;  Destilado de vinho;1994;236400
ou_Filtrado_doce;  Filtrado doce;1994;12190120
ou_Jeropiga;  Jeropiga;1994;36612
ou_Mistelas;  Mistelas;1994;1968299
ou_Mosto_concentrado;  Mosto concentrado;1994;0
ou_Mosto_uva;  Mosto de uva;1994;0
ou_Mosto_sulfitado;  Mosto sulfitado;1994;0
ou_Nectar;  Nectar de uva;1994;0
ou_Outros_produtos;  Outros produtos;1994;0
ou_Polpa;  Polpa de uva;1994;0
ou_Preparado_líquido;  Preparado líquido para refresco;1994;0
ou_Refrigerante;  Refrigerante +50% suco;1994;0
ou_Sangria;  Sangria;1994;0
ou_Vinagre_balsamico;  Vinagre balsamico;1994;0
ou_Vinagre_duplo;  Vinagre duplo;1994;0
ou_Vinagre_simples;  Vinagre simples;1994;1287211
ou_Vinho_acetificado;  Vinho acetificado;1994;0
ou_Vinho_base;  Vinho base para espumantes;1994;0
ou_Vinho_composto;  Vinho composto;1994;559442
ou_Vinho_licoroso;  Vinho licoroso;1994;735364
ou_Vinho_leve;  Vinho leve;1994;0
ou_Vinho_gaseificado;  Vinho gaseificado;1994;0
VINHO DE MESA;VINHO DE MESA;1995;146583828
vm_Tinto;  Tinto;1995;108968350
vm_Rosado;  Rosado;1995;11653971
vm_Branco;  Branco;1995;25961507
VINHO  FINO DE MESA;VINHO  FINO DE MESA;1995;40195501
vm_Tinto;  Tinto;1995;12299213
vm_Rosado;  Rosado;1995;1540910
vm_Branco;  Branco;1995;26355378
VINHO FRIZANTE;VINHO FRIZANTE;1995;136526
VINHO ORGÂNICO;VINHO ORGÂNICO;1995;0
VINHO ESPECIAL;VINHO ESPECIAL;1995;1396441
ve_Tinto;  Tinto;1995;628481
ve_Rosado;  Rosado;1995;86933
ve_Branco;  Branco;1995;681027
ESPUMANTES ;ESPUMANTES ;1995;2276321
es_Espumante_Moscatel;  Espumante  Moscatel;1995;0
es_Espumante;  Espumante;1995;0
es_Espumante Orgânico;  Espumante Orgânico;1995;0
SUCO DE UVAS;SUCO DE UVAS;1995;4865675
su_Suco_Natural;   Suco Natural Integral;1995;0
su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1995;0
su_Suco_Orgânico;   Suco Orgânico;1995;0
su_Outros_sucos;   Outros sucos de uvas;1995;0
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1995;11029248
OUTROS PRODUTOS COMERCIALIZADOS;OUTROS PRODUTOS COMERCIALIZADOS;1995;21348586
ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1995;0
ou_Agrin;  Agrin (fermentado, acetico misto);1995;0
ou_Aguardente;  Aguardente de vinho 50°gl;1995;0
ou_Alcool_vinico;  Alcool vinico;1995;0
ou_Bagaceira;  Bagaceira (graspa);1995;39232
ou_Base_champenoise;  Base champenoise champanha;1995;0
ou_Base_charmat;  Base charmat champanha;1995;0
ou_Base_espumante;  Base espumante moscatel;1995;0
ou_Bebida;  Bebida de uva;1995;0
ou_Borra_liqwuida;  Borra líquida;1995;0
ou_Borra_seca;  Borra seca;1995;0
ou_Brandy;  Brandy (conhaque);1995;1846401
ou_Cooler;  Cooler;1995;2664342
ou_Coquetel;  Coquetel com vinho;1995;0
ou_Destilado;  Destilado de vinho;1995;135045
ou_Filtrado_doce;  Filtrado doce;1995;11222169
ou_Jeropiga;  Jeropiga;1995;33024
ou_Mistelas;  Mistelas;1995;986673
ou_Mosto_concentrado;  Mosto concentrado;1995;54120
ou_Mosto_uva;  Mosto de uva;1995;0
ou_Mosto_sulfitado;  Mosto sulfitado;1995;4982
ou_Nectar;  Nectar de uva;1995;0
ou_Outros_produtos;  Outros produtos;1995;0
ou_Polpa;  Polpa de uva;1995;0
ou_Preparado_líquido;  Preparado líquido para refresco;1995;0
ou_Refrigerante;  Refrigerante +50% suco;1995;0
ou_Sangria;  Sangria;1995;0
ou_Vinagre_balsamico;  Vinagre balsamico;1995;0
ou_Vinagre_duplo;  Vinagre duplo;1995;0
ou_Vinagre_simples;  Vinagre simples;1995;2921137
ou_Vinho_acetificado;  Vinho acetificado;1995;0
ou_Vinho_base;  Vinho base para espumantes;1995;0
ou_Vinho_composto;  Vinho composto;1995;645253
ou_Vinho_licoroso;  Vinho licoroso;1995;796208
ou_Vinho_leve;  Vinho leve;1995;0
ou_Vinho_gaseificado;  Vinho gaseificado;1995;0
VINHO DE MESA;VINHO DE MESA;1996;165831436
vm_Tinto;  Tinto;1996;122549540
vm_Rosado;  Rosado;1996;13374874
vm_Branco;  Branco;1996;29907022
VINHO  FINO DE MESA;VINHO  FINO DE MESA;1996;43695771
vm_Tinto;  Tinto;1996;13540528
vm_Rosado;  Rosado;1996;1457704
vm_Branco;  Branco;1996;28697539
VINHO FRIZANTE;VINHO FRIZANTE;1996;260638
VINHO ORGÂNICO;VINHO ORGÂNICO;1996;0
VINHO ESPECIAL;VINHO ESPECIAL;1996;1261662
ve_Tinto;  Tinto;1996;264304
ve_Rosado;  Rosado;1996;70536
ve_Branco;  Branco;1996;926822
ESPUMANTES ;ESPUMANTES ;1996;2154497
es_Espumante_Moscatel;  Espumante  Moscatel;1996;0
es_Espumante;  Espumante;1996;0
es_Espumante Orgânico;  Espumante Orgânico;1996;0
SUCO DE UVAS;SUCO DE UVAS;1996;4495950
su_Suco_Natural;   Suco Natural Integral;1996;0
su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1996;0
su_Suco_Orgânico;   Suco Orgânico;1996;0
su_Outros_sucos;   Outros sucos de uvas;1996;0
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1996;11625777
OUTROS PRODUTOS COMERCIALIZADOS;OUTROS PRODUTOS COMERCIALIZADOS;1996;27574147
ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1996;0
ou_Agrin;  Agrin (fermentado, acetico misto);1996;0
ou_Aguardente;  Aguardente de vinho 50°gl;1996;0
ou_Alcool_vinico;  Alcool vinico;1996;0
ou_Bagaceira;  Bagaceira (graspa);1996;46959
ou_Base_champenoise;  Base champenoise champanha;1996;0
ou_Base_charmat;  Base charmat champanha;1996;0
ou_Base_espumante;  Base espumante moscatel;1996;0
ou_Bebida;  Bebida de uva;1996;0
ou_Borra_liqwuida;  Borra líquida;1996;0
ou_Borra_seca;  Borra seca;1996;0
ou_Brandy;  Brandy (conhaque);1996;2331889
ou_Cooler;  Cooler;1996;3078523
ou_Coquetel;  Coquetel com vinho;1996;0
ou_Destilado;  Destilado de vinho;1996;276355
ou_Filtrado_doce;  Filtrado doce;1996;8890818
ou_Jeropiga;  Jeropiga;1996;85560
ou_Mistelas;  Mistelas;1996;906081
ou_Mosto_concentrado;  Mosto concentrado;1996;55728
ou_Mosto_uva;  Mosto de uva;1996;0
ou_Mosto_sulfitado;  Mosto sulfitado;1996;0
ou_Nectar;  Nectar de uva;1996;0
ou_Outros_produtos;  Outros produtos;1996;0
ou_Polpa;  Polpa de uva;1996;0
ou_Preparado_líquido;  Preparado líquido para refresco;1996;0
ou_Refrigerante;  Refrigerante +50% suco;1996;0
ou_Sangria;  Sangria;1996;0
ou_Vinagre_balsamico;  Vinagre balsamico;1996;0
ou_Vinagre_duplo;  Vinagre duplo;1996;0
ou_Vinagre_simples;  Vinagre simples;1996;3303855
ou_Vinho_acetificado;  Vinho acetificado;1996;7224172
ou_Vinho_base;  Vinho base para espumantes;1996;0
ou_Vinho_composto;  Vinho composto;1996;559501
ou_Vinho_licoroso;  Vinho licoroso;1996;814706
ou_Vinho_leve;  Vinho leve;1996;0
ou_Vinho_gaseificado;  Vinho gaseificado;1996;0
VINHO DE MESA;VINHO DE MESA;1997;174768638
vm_Tinto;  Tinto;1997;127693158
vm_Rosado;  Rosado;1997;13550872
vm_Branco;  Branco;1997;33524608
VINHO  FINO DE MESA;VINHO  FINO DE MESA;1997;46442209
vm_Tinto;  Tinto;1997;18303579
vm_Rosado;  Rosado;1997;1997373
vm_Branco;  Branco;1997;26141257
VINHO FRIZANTE;VINHO FRIZANTE;1997;221733
VINHO ORGÂNICO;VINHO ORGÂNICO;1997;0
VINHO ESPECIAL;VINHO ESPECIAL;1997;790617
ve_Tinto;  Tinto;1997;136027
ve_Rosado;  Rosado;1997;145144
ve_Branco;  Branco;1997;509446
ESPUMANTES ;ESPUMANTES ;1997;3054624
es_Espumante_Moscatel;  Espumante  Moscatel;1997;19222
es_Espumante;  Espumante;1997;3035402
es_Espumante Orgânico;  Espumante Orgânico;1997;0
SUCO DE UVAS;SUCO DE UVAS;1997;4996959
su_Suco_Natural;   Suco Natural Integral;1997;0
su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1997;0
su_Suco_Orgânico;   Suco Orgânico;1997;0
su_Outros_sucos;   Outros sucos de uvas;1997;0
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1997;16724519
OUTROS PRODUTOS COMERCIALIZADOS;OUTROS PRODUTOS COMERCIALIZADOS;1997;31437414
ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1997;0
ou_Agrin;  Agrin (fermentado, acetico misto);1997;0
ou_Aguardente;  Aguardente de vinho 50°gl;1997;0
ou_Alcool_vinico;  Alcool vinico;1997;0
ou_Bagaceira;  Bagaceira (graspa);1997;33549
ou_Base_champenoise;  Base champenoise champanha;1997;0
ou_Base_charmat;  Base charmat champanha;1997;0
ou_Base_espumante;  Base espumante moscatel;1997;0
ou_Bebida;  Bebida de uva;1997;0
ou_Borra_liqwuida;  Borra líquida;1997;0
ou_Borra_seca;  Borra seca;1997;0
ou_Brandy;  Brandy (conhaque);1997;2201034
ou_Cooler;  Cooler;1997;4571501
ou_Coquetel;  Coquetel com vinho;1997;0
ou_Destilado;  Destilado de vinho;1997;368631
ou_Filtrado_doce;  Filtrado doce;1997;11400130
ou_Jeropiga;  Jeropiga;1997;78504
ou_Mistelas;  Mistelas;1997;420127
ou_Mosto_concentrado;  Mosto concentrado;1997;124870
ou_Mosto_uva;  Mosto de uva;1997;0
ou_Mosto_sulfitado;  Mosto sulfitado;1997;0
ou_Nectar;  Nectar de uva;1997;0
ou_Outros_produtos;  Outros produtos;1997;0
ou_Polpa;  Polpa de uva;1997;0
ou_Preparado_líquido;  Preparado líquido para refresco;1997;0
ou_Refrigerante;  Refrigerante +50% suco;1997;0
ou_Sangria;  Sangria;1997;0
ou_Vinagre_balsamico;  Vinagre balsamico;1997;0
ou_Vinagre_duplo;  Vinagre duplo;1997;0
ou_Vinagre_simples;  Vinagre simples;1997;2472555
ou_Vinho_acetificado;  Vinho acetificado;1997;8162500
ou_Vinho_base;  Vinho base para espumantes;1997;0
ou_Vinho_composto;  Vinho composto;1997;847456
ou_Vinho_licoroso;  Vinho licoroso;1997;756557
ou_Vinho_leve;  Vinho leve;1997;0
ou_Vinho_gaseificado;  Vinho gaseificado;1997;0
VINHO DE MESA;VINHO DE MESA;1998;181576649
vm_Tinto;  Tinto;1998;133479291
vm_Rosado;  Rosado;1998;12980172
vm_Branco;  Branco;1998;35117186
VINHO  FINO DE MESA;VINHO  FINO DE MESA;1998;32456318
vm_Tinto;  Tinto;1998;11925188
vm_Rosado;  Rosado;1998;1585687
vm_Branco;  Branco;1998;18945443
VINHO FRIZANTE;VINHO FRIZANTE;1998;15370
VINHO ORGÂNICO;VINHO ORGÂNICO;1998;0
VINHO ESPECIAL;VINHO ESPECIAL;1998;194075
ve_Tinto;  Tinto;1998;50870
ve_Rosado;  Rosado;1998;2074
ve_Branco;  Branco;1998;141131
ESPUMANTES ;ESPUMANTES ;1998;3253174
es_Espumante_Moscatel;  Espumante  Moscatel;1998;29712
es_Espumante;  Espumante;1998;3223462
es_Espumante Orgânico;  Espumante Orgânico;1998;0
SUCO DE UVAS;SUCO DE UVAS;1998;9025797
su_Suco_Natural;   Suco Natural Integral;1998;0
su_Suco_Reprocessado;   Suco Reprocessado/reconstituido;1998;0
su_Suco_Orgânico;   Suco Orgânico;1998;0
su_Outros_sucos;   Outros sucos de uvas;1998;0
SUCO DE UVAS CONCENTRADO;SUCO DE UVAS CONCENTRADO;1998;13944137
OUTROS PRODUTOS COMERCIALIZADOS;OUTROS PRODUTOS COMERCIALIZADOS;1998;29935005
ou_Outros vinhos (sem informdetalhada;  Outros vinhos (sem informação detalhada);1998;0
ou_Agrin;  Agrin (fermentado, acetico misto);1998;0
ou_Aguardente;  Aguardente de vinho 50°gl;1998;0
ou_Alcool_vinico;  Alcool vinico;1998;0
ou_Bagaceira;  Bagaceira (graspa);1998;14356
ou_Base_champenoise;  Base champenoise champanha;1998;0
ou_Base_charmat;  Base charmat champanha;1998;0
ou_Base_espumante;  Base espumante moscatel;1998;0
ou_Bebida;  Bebida de uva;1998;0
ou_Borra_liqwuida;  Borra líquida;1998;0
ou_Borra_seca;  Borra seca;1998;0
ou_Brandy;  Brandy (conhaque);1998;2441572
ou_Cooler;  Cooler;1998;5764233
ou_Coquetel;  Coquetel com vinho;1998;0
ou_Destilado;  Destilado de vinho;1998;256061
ou_Filtrado_doce;  Filtrado doce;1998;11506197
ou_Jeropiga;  Jeropiga;1998;49339
ou_Mistelas;  Mistelas;1998;108555
ou_Mosto_concentrado;  Mosto concentrado;1998;0
ou_Mosto_uva;  Mosto de uva;1998;0
ou_Mosto_sulfitado;  Mosto sulfitado;1998;0
ou_Nectar;  Nectar de uva;1998;0
ou_Outros_produtos;  Outros produtos;1998;0
ou_Polpa;  Polpa de uva;1998;0
ou_Preparado_líquido;  Preparado líquido para refresco;1998;0
