Tipo;Produto;Ano;Quantidade
de_Base Champenoise champanha;Base Champenoise champanha;1981;0
de_Base Charmat champanha;Base Charmat champanha;1981;0
de_Bebida de uva;Bebida de uva;1981;0
de_Polpa de uva;Polpa de uva;1981;0
de_Mosto simples;Mosto simples;1981;48762185
de_Mosto concentrado;Mosto concentrado;1981;0
de_Mosto de uva com bagaço;Mosto de uva com bagaço;1981;0
de_Mosto dessulfitado;Mosto dessulfitado;1981;0
de_Mistelas;Mistelas;1981;0
de_Néctar de uva;Néctar de uva;1981;0
de_Licorosos;Licorosos;1981;0
de_Compostos;Compostos;1981;0
de_Jeropiga;Jeropiga;1981;0
de_Filtrado;Filtrado;1981;0
de_Frisante;Frisante;1981;0
de_Vinho leve;Vinho leve;1981;0
de_Vinho licoroso;Vinho licoroso;1981;0
de_Brandy;Brandy;1981;0
de_Destilado;Destilado;1981;0
de_Bagaceira;Bagaceira;1981;0
de_Licor de bagaceira;Licor de bagaceira;1981;0
de_Vinagre;Vinagre;1981;0
de_Borra líquida;Borra líquida;1981;3767852
de_Borra seca;Borra seca;1981;0
de_Vinho Composto;Vinho Composto;1981;0
de_Pisco;Pisco;1981;0
de_Vinho orgânico;Vinho orgânico;1981;0
de_Espumante orgânico;Espumante orgânico;1981;0
de_Destilado alcoólico simples de bagaceira ;Destilado alcoólico simples de bagaceira ;1981;0
de_Vinho acidificado ;Vinho acidificado ;1981;0
de_Mosto parcialmente fermentado ;Mosto parcialmente fermentado ;1981;0
de_Outros derivados;Outros derivados;1981;0
VINHO DE MESA;VINHO DE MESA;1982;234754564
vm_Tinto;Tinto;1982;183349460
vm_Branco;Branco;1982;15782499
vm_Rosado;Rosado;1982;35622605
VINHO FINO DE MESA (VINÍFERA);VINHO FINO DE MESA (VINÍFERA);1982;57453581
vv_Tinto;Tinto;1982;19987588
vv_Branco;Branco;1982;34423412
vv_Rosado;Rosado;1982;3042581
SUCO;SUCO;1982;0
su_Suco de uva simples;Suco de uva integral;1982;0
su_Suco concentrado;Suco de uva concentrado;1982;0
su_Suco de uva adoçado;Suco de uva adoçado;1982;0
su_Suco de uva orgânico;Suco de uva orgânico;1982;0
su_Suco de uva reconstituído;Suco de uva reconstituído;1982;0
DERIVADOS;DERIVADOS;1982;37506770
de_Espumante;Espumante;1982;0
de_Espumante moscatel;Espumante moscatel;1982;0
de_Base espumante;Base espumante;1982;0
de_Base espumante moscatel;Base espumante moscatel;1982;0
de_Base Champenoise champanha;Base Champenoise champanha;1982;0
de_Base Charmat champanha;Base Charmat champanha;1982;0
de_Bebida de uva;Bebida de uva;1982;0
de_Polpa de uva;Polpa de uva;1982;0
de_Mosto simples;Mosto simples;1982;37506770
de_Mosto concentrado;Mosto concentrado;1982;0
de_Mosto de uva com bagaço;Mosto de uva com bagaço;1982;0
de_Mosto dessulfitado;Mosto dessulfitado;1982;0
de_Mistelas;Mistelas;1982;0
de_Néctar de uva;Néctar de uva;1982;0
de_Licorosos;Licorosos;1982;0
de_Compostos;Compostos;1982;0
de_Jeropiga;Jeropiga;1982;0
de_Filtrado;Filtrado;1982;0
de_Frisante;Frisante;1982;0
de_Vinho leve;Vinho leve;1982;0
de_Vinho licoroso;Vinho licoroso;1982;0
de_Brandy;Brandy;1982;0
de_Destilado;Destilado;1982;0
de_Bagaceira;Bagaceira;1982;0
de_Licor de bagaceira;Licor de bagaceira;1982;0
de_Vinagre;Vinagre;1982;0
de_Borra líquida;Borra líquida;1982;0
de_Borra seca;Borra seca;1982;0
de_Vinho Composto;Vinho Composto;1982;0
de_Pisco;Pisco;1982;0
de_Vinho orgânico;Vinho orgânico;1982;0
de_Espumante orgânico;Espumante orgânico;1982;0
de_Destilado alcoólico simples de bagaceira ;Destilado alcoólico simples de bagaceira ;1982;0
de_Vinho acidificado ;Vinho acidificado ;1982;0
de_Mosto parcialmente fermentado ;Mosto parcialmente fermentado ;1982;0
de_Outros derivados;Outros derivados;1982;0
VINHO DE MESA;VINHO DE MESA;1983;120261544
vm_Tinto;Tinto;1983;87080528
vm_Branco;Branco;1983;12191896
vm_Rosado;Rosado;1983;20989120
VINHO FINO DE MESA (VINÍFERA);VINHO FINO DE MESA (VINÍFERA);1983;40616812
vv_Tinto;Tinto;1983;14340514
vv_Branco;Branco;1983;24164361
vv_Rosado;Rosado;1983;2111937
SUCO;SUCO;1983;0
su_Suco de uva simples;Suco de uva integral;1983;0
su_Suco concentrado;Suco de uva concentrado;1983;0
su_Suco de uva adoçado;Suco de uva adoçado;1983;0
su_Suco de uva orgânico;Suco de uva orgânico;1983;0
su_Suco de uva reconstituído;Suco de uva reconstituído;1983;0
DERIVADOS;DERIVADOS;1983;27314628
de_Espumante;Espumante;1983;0
de_Espumante moscatel;Espumante moscatel;1983;0
de_Base espumante;Base espumante;1983;0
de_Base espumante moscatel;Base espumante moscatel;1983;0
de_Base Champenoise champanha;Base Champenoise champanha;1983;0
de_Base Charmat champanha;Base Charmat champanha;1983;0
de_Bebida de uva;Bebida de uva;1983;0
de_Polpa de uva;Polpa de uva;1983;0
de_Mosto simples;Mosto simples;1983;27314628
de_Mosto concentrado;Mosto concentrado;1983;0
de_Mosto de uva com bagaço;Mosto de uva com bagaço;1983;0
de_Mosto dessulfitado;Mosto dessulfitado;1983;0
de_Mistelas;Mistelas;1983;0
de_Néctar de uva;Néctar de uva;1983;0
de_Licorosos;Licorosos;1983;0
de_Compostos;Compostos;1983;0
de_Jeropiga;Jeropiga;1983;0
de_Filtrado;Filtrado;1983;0
de_Frisante;Frisante;1983;0
de_Vinho leve;Vinho leve;1983;0
de_Vinho licoroso;Vinho licoroso;1983;0
de_Brandy;Brandy;1983;0
de_Destilado;Destilado;1983;0
de_Bagaceira;Bagaceira;1983;0
de_Licor de bagaceira;Licor de bagaceira;1983;0
de_Vinagre;Vinagre;1983;0
de_Borra líquida;Borra líquida;1983;0
de_Borra seca;Borra seca;1983;0
de_Vinho Composto;Vinho Composto;1983;0
de_Pisco;Pisco;1983;0
de_Vinho orgânico;Vinho orgânico;1983;0
de_Espumante orgânico;Espumante orgânico;1983;0
de_Destilado alcoólico simples de bagaceira ;Destilado alcoólico simples de bagaceira ;1983;0
de_Vinho acidificado ;Vinho acidificado ;1983;0
de_Mosto parcialmente fermentado ;Mosto parcialmente fermentado ;1983;0
de_Outros derivados;Outros derivados;1983;0
VINHO DE MESA;VINHO DE MESA;1984;177680331
vm_Tinto;Tinto;1984;119615028
vm_Branco;Branco;1984;19502230
vm_Rosado;Rosado;1984;38563073
VINHO FINO DE MESA (VINÍFERA);VINHO FINO DE MESA (VINÍFERA);1984;48289279
vv_Tinto;Tinto;1984;15777602
vv_Branco;Branco;1984;30395959
vv_Rosado;Rosado;1984;2115718
SUCO;SUCO;1984;0
su_Suco de uva simples;Suco de uva integral;1984;0
su_Suco concentrado;Suco de uva concentrado;1984;0
su_Suco de uva adoçado;Suco de uva adoçado;1984;0
su_Suco de uva orgânico;Suco de uva orgânico;1984;0
su_Suco de uva reconstituído;Suco de uva reconstituído;1984;0
DERIVADOS;DERIVADOS;1984;17331744
de_Espumante;Espumante;1984;0
de_Espumante moscatel;Espumante moscatel;1984;0
de_Base espumante;Base espumante;1984;0
de_Base espumante moscatel;Base espumante moscatel;1984;0
de_Base Champenoise champanha;Base Champenoise champanha;1984;0
de_Base Charmat champanha;Base Charmat champanha;1984;0
de_Bebida de uva;Bebida de uva;1984;0
de_Polpa de uva;Polpa de uva;1984;0
de_Mosto simples;Mosto simples;1984;17331744
de_Mosto concentrado;Mosto concentrado;1984;0
de_Mosto de uva com bagaço;Mosto de uva com bagaço;1984;0
de_Mosto dessulfitado;Mosto dessulfitado;1984;0
de_Mistelas;Mistelas;1984;0
de_Néctar de uva;Néctar de uva;1984;0
de_Licorosos;Licorosos;1984;0
de_Compostos;Compostos;1984;0
de_Jeropiga;Jeropiga;1984;0
de_Filtrado;Filtrado;1984;0
de_Frisante;Frisante;1984;0
de_Vinho leve;Vinho leve;1984;0
de_Vinho licoroso;Vinho licoroso;1984;0
de_Brandy;Brandy;1984;0
de_Destilado;Destilado;1984;0
de_Bagaceira;Bagaceira;1984;0
de_Licor de bagaceira;Licor de bagaceira;1984;0
de_Vinagre;Vinagre;1984;0
de_Borra líquida;Borra líquida;1984;0
de_Borra seca;Borra seca;1984;0
de_Vinho Composto;Vinho Composto;1984;0
de_Pisco;Pisco;1984;0
de_Vinho orgânico;Vinho orgânico;1984;0
de_Espumante orgânico;Espumante orgânico;1984;0
de_Destilado alcoólico simples de bagaceira ;Destilado alcoólico simples de bagaceira ;1984;0
de_Vinho acidificado ;Vinho acidificado ;1984;0
de_Mosto parcialmente fermentado ;Mosto parcialmente fermentado ;1984;0
de_Outros derivados;Outros derivados;1984;0
VINHO DE MESA;VINHO DE MESA;1985;275338955
vm_Tinto;Tinto;1985;216732390
vm_Branco;Branco;1985;23010666
vm_Rosado;Rosado;1985;35595899
VINHO FINO DE MESA (VINÍFERA);VINHO FINO DE MESA (VINÍFERA);1985;67035393
vv_Tinto;Tinto;1985;19347979
vv_Branco;Branco;1985;44679484
vv_Rosado;Rosado;1985;3007930
SUCO;SUCO;1985;6631667
su_Suco de uva simples;Suco de uva integral;1985;3544706
su_Suco concentrado;Suco de uva concentrado;1985;3086961
su_Suco de uva adoçado;Suco de uva adoçado;1985;0
su_Suco de uva orgânico;Suco de uva orgânico;1985;0
su_Suco de uva reconstituído;Suco de uva reconstituído;1985;0
DERIVADOS;DERIVADOS;1985;17336419
de_Espumante;Espumante;1985;0
de_Espumante moscatel;Espumante moscatel;1985;0
de_Base espumante;Base espumante;1985;0
de_Base espumante moscatel;Base espumante moscatel;1985;0
de_Base Champenoise champanha;Base Champenoise champanha;1985;0
de_Base Charmat champanha;Base Charmat champanha;1985;0
de_Bebida de uva;Bebida de uva;1985;0
de_Polpa de uva;Polpa de uva;1985;0
de_Mosto simples;Mosto simples;1985;10637557
de_Mosto concentrado;Mosto concentrado;1985;354707
de_Mosto de uva com bagaço;Mosto de uva com bagaço;1985;0
de_Mosto dessulfitado;Mosto dessulfitado;1985;0
de_Mistelas;Mistelas;1985;0
de_Néctar de uva;Néctar de uva;1985;0
de_Licorosos;Licorosos;1985;0
de_Compostos;Compostos;1985;0
de_Jeropiga;Jeropiga;1985;234500
de_Filtrado;Filtrado;1985;0
de_Frisante;Frisante;1985;0
de_Vinho leve;Vinho leve;1985;0
de_Vinho licoroso;Vinho licoroso;1985;0
de_Brandy;Brandy;1985;13000
de_Destilado;Destilado;1985;342650
de_Bagaceira;Bagaceira;1985;299500
de_Licor de bagaceira;Licor de bagaceira;1985;0
de_Vinagre;Vinagre;1985;104707
de_Borra líquida;Borra líquida;1985;5095798
de_Borra seca;Borra seca;1985;0
de_Vinho Composto;Vinho Composto;1985;0
de_Pisco;Pisco;1985;0
de_Vinho orgânico;Vinho orgânico;1985;254000
de_Espumante orgânico;Espumante orgânico;1985;0
de_Destilado alcoólico simples de bagaceira ;Destilado alcoólico simples de bagaceira ;1985;0
de_Vinho acidificado ;Vinho acidificado ;1985;0
de_Mosto parcialmente fermentado ;Mosto parcialmente fermentado ;1985;0
de_Outros derivados;Outros derivados;1985;0
VINHO DE MESA;VINHO DE MESA;1986;157711522
vm_Tinto;Tinto;1986;118766694
vm_Branco;Branco;1986;16872183
vm_Rosado;Rosado;1986;22072645
VINHO FINO DE MESA (VINÍFERA);VINHO FINO DE MESA (VINÍFERA);1986;48559180
vv_Tinto;Tinto;1986;12282967
vv_Branco;Branco;1986;34794145
vv_Rosado;Rosado;1986;1482068
SUCO;SUCO;1986;4313768
su_Suco de uva simples;Suco de uva integral;1986;2116507
su_Suco concentrado;Suco de uva concentrado;1986;2197261
su_Suco de uva adoçado;Suco de uva adoçado;1986;0
su_Suco de uva orgânico;Suco de uva orgânico;1986;0
su_Suco de uva reconstituído;Suco de uva reconstituído;1986;0
DERIVADOS;DERIVADOS;1986;14785645
de_Espumante;Espumante;1986;0
de_Espumante moscatel;Espumante moscatel;1986;0
de_Base espumante;Base espumante;1986;0
de_Base espumante moscatel;Base espumante moscatel;1986;0
de_Base Champenoise champanha;Base Champenoise champanha;1986;0
de_Base Charmat champanha;Base Charmat champanha;1986;0
de_Bebida de uva;Bebida de uva;1986;0
de_Polpa de uva;Polpa de uva;1986;0
de_Mosto simples;Mosto simples;1986;7031320
de_Mosto concentrado;Mosto concentrado;1986;295800
de_Mosto de uva com bagaço;Mosto de uva com bagaço;1986;0
de_Mosto dessulfitado;Mosto dessulfitado;1986;0
de_Mistelas;Mistelas;1986;378400
de_Néctar de uva;Néctar de uva;1986;0
de_Licorosos;Licorosos;1986;0
de_Compostos;Compostos;1986;0
de_Jeropiga;Jeropiga;1986;173000
de_Filtrado;Filtrado;1986;0
de_Frisante;Frisante;1986;0
de_Vinho leve;Vinho leve;1986;0
de_Vinho licoroso;Vinho licoroso;1986;0
de_Brandy;Brandy;1986;0
de_Destilado;Destilado;1986;222230
de_Bagaceira;Bagaceira;1986;156100
de_Licor de bagaceira;Licor de bagaceira;1986;0
de_Vinagre;Vinagre;1986;0
de_Borra líquida;Borra líquida;1986;6357648
de_Borra seca;Borra seca;1986;0
de_Vinho Composto;Vinho Composto;1986;0
de_Pisco;Pisco;1986;0
de_Vinho orgânico;Vinho orgânico;1986;171147
de_Espumante orgânico;Espumante orgânico;1986;0
de_Destilado alcoólico simples de bagaceira ;Destilado alcoólico simples de bagaceira ;1986;0
de_Vinho acidificado ;Vinho acidificado ;1986;0
de_Mosto parcialmente fermentado ;Mosto parcialmente fermentado ;1986;0
de_Outros derivados;Outros derivados;1986;0
VINHO DE MESA;VINHO DE MESA;1987;150467184
vm_Tinto;Tinto;1987;97841160
vm_Branco;Branco;1987;27497857
vm_Rosado;Rosado;1987;25128167
VINHO FINO DE MESA (VINÍFERA);VINHO FINO DE MESA (VINÍFERA);1987;47301266
vv_Tinto;Tinto;1987;10920073
vv_Branco;Branco;1987;35432544
vv_Rosado;Rosado;1987;948649
SUCO;SUCO;1987;5469016
su_Suco de uva simples;Suco de uva integral;1987;2262240
su_Suco concentrado;Suco de uva concentrado;1987;3206776
su_Suco de uva adoçado;Suco de uva adoçado;1987;0
su_Suco de uva orgânico;Suco de uva orgânico;1987;0
su_Suco de uva reconstituído;Suco de uva reconstituído;1987;0
DERIVADOS;DERIVADOS;1987;14905862
de_Espumante;Espumante;1987;0
de_Espumante moscatel;Espumante moscatel;1987;0
de_Base espumante;Base espumante;1987;0
de_Base espumante moscatel;Base espumante moscatel;1987;0
de_Base Champenoise champanha;Base Champenoise champanha;1987;0
de_Base Charmat champanha;Base Charmat champanha;1987;0
de_Bebida de uva;Bebida de uva;1987;0
de_Polpa de uva;Polpa de uva;1987;0
de_Mosto simples;Mosto simples;1987;7821040
de_Mosto concentrado;Mosto concentrado;1987;400500
de_Mosto de uva com bagaço;Mosto de uva com bagaço;1987;0
de_Mosto dessulfitado;Mosto dessulfitado;1987;0
de_Mistelas;Mistelas;1987;402600
de_Néctar de uva;Néctar de uva;1987;0
de_Licorosos;Licorosos;1987;0
de_Compostos;Compostos;1987;0
de_Jeropiga;Jeropiga;1987;122000
de_Filtrado;Filtrado;1987;0
de_Frisante;Frisante;1987;0
de_Vinho leve;Vinho leve;1987;0
de_Vinho licoroso;Vinho licoroso;1987;0
de_Brandy;Brandy;1987;0
de_Destilado;Destilado;1987;472576
de_Bagaceira;Bagaceira;1987;325600
de_Licor de bagaceira;Licor de bagaceira;1987;0
de_Vinagre;Vinagre;1987;0
de_Borra líquida;Borra líquida;1987;5142446
de_Borra seca;Borra seca;1987;0
de_Vinho Composto;Vinho Composto;1987;0
de_Pisco;Pisco;1987;0
de_Vinho orgânico;Vinho orgânico;1987;219100
de_Espumante orgânico;Espumante orgânico;1987;0
de_Destilado alcoólico simples de bagaceira ;Destilado alcoólico simples de bagaceira ;1987;0
de_Vinho acidificado ;Vinho acidificado ;1987;0
de_Mosto parcialmente fermentado ;Mosto parcialmente fermentado ;1987;0
de_Outros derivados;Outros derivados;1987;0
VINHO DE MESA;VINHO DE MESA;1988;244791058
vm_Tinto;Tinto;1988;173747942
vm_Branco;Branco;1988;32660045
vm_Rosado;Rosado;1988;38383071
VINHO FINO DE MESA (VINÍFERA);VINHO FINO DE MESA (VINÍFERA);1988;76560765
vv_Tinto;Tinto;1988;18690518
vv_Branco;Branco;1988;56441847
vv_Rosado;Rosado;1988;1428400
SUCO;SUCO;1988;7586870
su_Suco de uva simples;Suco de uva integral;1988;2018000
su_Suco concentrado;Suco de uva concentrado;1988;5568870
su_Suco de uva adoçado;Suco de uva adoçado;1988;0
su_Suco de uva orgânico;Suco de uva orgânico;1988;0
su_Suco de uva reconstituído;Suco de uva reconstituído;1988;0
DERIVADOS;DERIVADOS;1988;19644584
de_Espumante;Espumante;1988;76000
de_Espumante moscatel;Espumante moscatel;1988;0
de_Base espumante;Base espumante;1988;0
de_Base espumante moscatel;Base espumante moscatel;1988;0
de_Base Champenoise champanha;Base Champenoise champanha;1988;0
de_Base Charmat champanha;Base Charmat champanha;1988;0
de_Bebida de uva;Bebida de uva;1988;0
de_Polpa de uva;Polpa de uva;1988;0
de_Mosto simples;Mosto simples;1988;16544460
de_Mosto concentrado;Mosto concentrado;1988;384200
de_Mosto de uva com bagaço;Mosto de uva com bagaço;1988;0
de_Mosto dessulfitado;Mosto dessulfitado;1988;0
de_Mistelas;Mistelas;1988;196000
de_Néctar de uva;Néctar de uva;1988;0
de_Licorosos;Licorosos;1988;3000
de_Compostos;Compostos;1988;2000
de_Jeropiga;Jeropiga;1988;61000
de_Filtrado;Filtrado;1988;88000
de_Frisante;Frisante;1988;0
de_Vinho leve;Vinho leve;1988;0
de_Vinho licoroso;Vinho licoroso;1988;0
de_Brandy;Brandy;1988;5216
de_Destilado;Destilado;1988;287220
de_Bagaceira;Bagaceira;1988;29000
de_Licor de bagaceira;Licor de bagaceira;1988;0
de_Vinagre;Vinagre;1988;0
de_Borra líquida;Borra líquida;1988;1953488
de_Borra seca;Borra seca;1988;0
de_Vinho Composto;Vinho Composto;1988;0
de_Pisco;Pisco;1988;0
de_Vinho orgânico;Vinho orgânico;1988;15000
de_Espumante orgânico;Espumante orgânico;1988;0
de_Destilado alcoólico simples de bagaceira ;Destilado alcoólico simples de bagaceira ;1988;0
de_Vinho acidificado ;Vinho acidificado ;1988;0
de_Mosto parcialmente fermentado ;Mosto parcialmente fermentado ;1988;0
de_Outros derivados;Outros derivados;1988;0
VINHO DE MESA;VINHO DE MESA;1989;181801961
vm_Tinto;Tinto;1989;136931173
vm_Branco;Branco;1989;24603265
vm_Rosado;Rosado;1989;20267523
VINHO FINO DE MESA (VINÍFERA);VINHO FINO DE MESA (VINÍFERA);1989;72772144
vv_Tinto;Tinto;1989;16140751
vv_Branco;Branco;1989;54983093
vv_Rosado;Rosado;1989;1648300
SUCO;SUCO;1989;6923183
su_Suco de uva simples;Suco de uva integral;1989;2824600
su_Suco concentrado;Suco de uva concentrado;1989;4098583
su_Suco de uva adoçado;Suco de uva adoçado;1989;0
su_Suco de uva orgânico;Suco de uva orgânico;1989;0
su_Suco de uva reconstituído;Suco de uva reconstituído;1989;0
DERIVADOS;DERIVADOS;1989;12004574
de_Espumante;Espumante;1989;0
de_Espumante moscatel;Espumante moscatel;1989;0
de_Base espumante;Base espumante;1989;0
de_Base espumante moscatel;Base espumante moscatel;1989;0
de_Base Champenoise champanha;Base Champenoise champanha;1989;0
de_Base Charmat champanha;Base Charmat champanha;1989;0
de_Bebida de uva;Bebida de uva;1989;0
de_Polpa de uva;Polpa de uva;1989;0
de_Mosto simples;Mosto simples;1989;8141100
de_Mosto concentrado;Mosto concentrado;1989;732470
de_Mosto de uva com bagaço;Mosto de uva com bagaço;1989;0
de_Mosto dessulfitado;Mosto dessulfitado;1989;0
de_Mistelas;Mistelas;1989;32000
de_Néctar de uva;Néctar de uva;1989;0
de_Licorosos;Licorosos;1989;20000
de_Compostos;Compostos;1989;1900
de_Jeropiga;Jeropiga;1989;42000
de_Filtrado;Filtrado;1989;39000
de_Frisante;Frisante;1989;0
de_Vinho leve;Vinho leve;1989;249000
de_Vinho licoroso;Vinho licoroso;1989;0
de_Brandy;Brandy;1989;6500
de_Destilado;Destilado;1989;176800
de_Bagaceira;Bagaceira;1989;52000
de_Licor de bagaceira;Licor de bagaceira;1989;0
de_Vinagre;Vinagre;1989;0
de_Borra líquida;Borra líquida;1989;2426804
de_Borra seca;Borra seca;1989;0
de_Vinho Composto;Vinho Composto;1989;0
de_Pisco;Pisco;1989;0
de_Vinho orgânico;Vinho orgânico;1989;85000
de_Espumante orgânico;Espumante orgânico;1989;0
de_Destilado alcoólico simples de bagaceira ;Destilado alcoólico simples de bagaceira ;1989;0
de_Vinho acidificado ;Vinho acidificado ;1989;0
de_Mosto parcialmente fermentado ;Mosto parcialmente fermentado ;1989;0
de_Outros derivados;Outros derivados;1989;0
VINHO DE MESA;VINHO DE MESA;1990;210548199
vm_Tinto;Tinto;1990;154359897
vm_Branco;Branco;1990;33512030
vm_Rosado;Rosado;1990;22676272
VINHO FINO DE MESA (VINÍFERA);VINHO FINO DE MESA (VINÍFERA);1990;73689124
vv_Tinto;Tinto;1990;17750504
vv_Branco;Branco;1990;52080420
vv_Rosado;Rosado;1990;3858200
SUCO;SUCO;1990;10423252
su_Suco de uva simples;Suco de uva integral;1990;2848560
su_Suco concentrado;Suco de uva concentrado;1990;7574692
su_Suco de uva adoçado;Suco de uva adoçado;1990;0
su_Suco de uva orgânico;Suco de uva orgânico;1990;0
su_Suco de uva reconstituído;Suco de uva reconstituído;1990;0
DERIVADOS;DERIVADOS;1990;16191621
de_Espumante;Espumante;1990;0
de_Espumante moscatel;Espumante moscatel;1990;0
de_Base espumante;Base espumante;1990;0
de_Base espumante moscatel;Base espumante moscatel;1990;0
de_Base Champenoise champanha;Base Champenoise champanha;1990;0
de_Base Charmat champanha;Base Charmat champanha;1990;0
de_Bebida de uva;Bebida de uva;1990;0
de_Polpa de uva;Polpa de uva;1990;0
de_Mosto simples;Mosto simples;1990;13307690
de_Mosto concentrado;Mosto concentrado;1990;1098250
de_Mosto de uva com bagaço;Mosto de uva com bagaço;1990;0
de_Mosto dessulfitado;Mosto dessulfitado;1990;0
de_Mistelas;Mistelas;1990;149000
de_Néctar de uva;Néctar de uva;1990;0
de_Licorosos;Licorosos;1990;24300
de_Compostos;Compostos;1990;0
de_Jeropiga;Jeropiga;1990;0
de_Filtrado;Filtrado;1990;11000
de_Frisante;Frisante;1990;0
de_Vinho leve;Vinho leve;1990;264000
de_Vinho licoroso;Vinho licoroso;1990;0
de_Brandy;Brandy;1990;0
de_Destilado;Destilado;1990;0
de_Bagaceira;Bagaceira;1990;55000
de_Licor de bagaceira;Licor de bagaceira;1990;0
de_Vinagre;Vinagre;1990;0
de_Borra líquida;Borra líquida;1990;1282381
de_Borra seca;Borra seca;1990;0
de_Vinho Composto;Vinho Composto;1990;0
de_Pisco;Pisco;1990;0
de_Vinho orgânico;Vinho orgânico;1990;0
de_Espumante orgânico;Espumante orgânico;1990;0
de_Destilado alcoólico simples de bagaceira ;Destilado alcoólico simples de bagaceira ;1990;0
de_Vinho acidificado ;Vinho acidificado ;1990;0
de_Mosto parcialmente fermentado ;Mosto parcialmente fermentado ;1990;0
de_Outros derivados;Outros derivados;1990;0
VINHO DE MESA;VINHO DE MESA;1991;126768254
vm_Tinto;Tinto;1991;90320836
vm_Branco;Branco;1991;25046588
vm_Rosado;Rosado;1991;11400830
VINHO FINO DE MESA (VINÍFERA);VINHO FINO DE MESA (VINÍFERA);1991;45519167
vv_Tinto;Tinto;1991;12001895
vv_Branco;Branco;1991;33307472
vv_Rosado;Rosado;1991;209800
SUCO;SUCO;1991;11324462
su_Suco de uva simples;Suco de uva integral;1991;3609000
su_Suco concentrado;Suco de uva concentrado;1991;7715462
su_Suco de uva adoçado;Suco de uva adoçado;1991;0
su_Suco de uva orgânico;Suco de uva orgânico;1991;0
su_Suco de uva reconstituído;Suco de uva reconstituído;1991;0
DERIVADOS;DERIVADOS;1991;20352398
de_Espumante;Espumante;1991;0
de_Espumante moscatel;Espumante moscatel;1991;0
de_Base espumante;Base espumante;1991;0
de_Base espumante moscatel;Base espumante moscatel;1991;0
de_Base Champenoise champanha;Base Champenoise champanha;1991;0
de_Base Charmat champanha;Base Charmat champanha;1991;0
de_Bebida de uva;Bebida de uva;1991;0
de_Polpa de uva;Polpa de uva;1991;0
de_Mosto simples;Mosto simples;1991;17407568
de_Mosto concentrado;Mosto concentrado;1991;921400
de_Mosto de uva com bagaço;Mosto de uva com bagaço;1991;0
de_Mosto dessulfitado;Mosto dessulfitado;1991;0
de_Mistelas;Mistelas;1991;0
de_Néctar de uva;Néctar de uva;1991;0
de_Licorosos;Licorosos;1991;11500
de_Compostos;Compostos;1991;0
de_Jeropiga;Jeropiga;1991;0
de_Filtrado;Filtrado;1991;18000
de_Frisante;Frisante;1991;0
de_Vinho leve;Vinho leve;1991;192800
de_Vinho licoroso;Vinho licoroso;1991;0
de_Brandy;Brandy;1991;0
de_Destilado;Destilado;1991;0
de_Bagaceira;Bagaceira;1991;15000
de_Licor de bagaceira;Licor de bagaceira;1991;0
de_Vinagre;Vinagre;1991;0
de_Borra líquida;Borra líquida;1991;1649130
de_Borra seca;Borra seca;1991;0
de_Vinho Composto;Vinho Composto;1991;0
de_Pisco;Pisco;1991;0
de_Vinho orgânico;Vinho orgânico;1991;137000
de_Espumante orgânico;Espumante orgânico;1991;0
de_Destilado alcoólico simples de bagaceira ;Destilado alcoólico simples de bagaceira ;1991;0
de_Vinho acidificado ;Vinho acidificado ;1991;0
de_Mosto parcialmente fermentado ;Mosto parcialmente fermentado ;1991;0
de_Outros derivados;Outros derivados;1991;0
VINHO DE MESA;VINHO DE MESA;1992;163248419
vm_Tinto;Tinto;1992;118638894
vm_Branco;Branco;1992;25446255
vm_Rosado;Rosado;1992;19163270
VINHO FINO DE MESA (VINÍFERA);VINHO FINO DE MESA (VINÍFERA);1992;52612778
vv_Tinto;Tinto;1992;13449911
vv_Branco;Branco;1992;38856367
vv_Rosado;Rosado;1992;306500
SUCO;SUCO;1992;10797624
su_Suco de uva simples;Suco de uva integral;1992;4033698
su_Suco concentrado;Suco de uva concentrado;1992;6763926
su_Suco de uva adoçado;Suco de uva adoçado;1992;0
su_Suco de uva orgânico;Suco de uva orgânico;1992;0
su_Suco de uva reconstituído;Suco de uva reconstituído;1992;0
DERIVADOS;DERIVADOS;1992;29469940
de_Espumante;Espumante;1992;11000
de_Espumante moscatel;Espumante moscatel;1992;0
de_Base espumante;Base espumante;1992;0
de_Base espumante moscatel;Base espumante moscatel;1992;0
de_Base Champenoise champanha;Base Champenoise champanha;1992;0
de_Base Charmat champanha;Base Charmat champanha;1992;0
de_Bebida de uva;Bebida de uva;1992;0
de_Polpa de uva;Polpa de uva;1992;0
de_Mosto simples;Mosto simples;1992;27491540
de_Mosto concentrado;Mosto concentrado;1992;288900
de_Mosto de uva com bagaço;Mosto de uva com bagaço;1992;0
de_Mosto dessulfitado;Mosto dessulfitado;1992;0
de_Mistelas;Mistelas;1992;0
de_Néctar de uva;Néctar de uva;1992;0
de_Licorosos;Licorosos;1992;7800
de_Compostos;Compostos;1992;0
de_Jeropiga;Jeropiga;1992;60000
de_Filtrado;Filtrado;1992;11000
de_Frisante;Frisante;1992;0
de_Vinho leve;Vinho leve;1992;144500
de_Vinho licoroso;Vinho licoroso;1992;0
de_Brandy;Brandy;1992;0
de_Destilado;Destilado;1992;0
de_Bagaceira;Bagaceira;1992;10000
de_Licor de bagaceira;Licor de bagaceira;1992;0
de_Vinagre;Vinagre;1992;45000
de_Borra líquida;Borra líquida;1992;1400200
